City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
335,Abu Dhabi,AE,24.47,54.37,78.8,74,0,1.12,clear sky
336,Yaan,NG,7.38,8.57,81.63,44,99,2.75,overcast clouds
337,Nago,JP,26.59,127.98,78.8,94,90,16.11,light rain
338,Dunstable,GB,51.89,-0.52,42.8,87,70,3.36,broken clouds
339,Murray Bridge,AU,-35.12,139.27,50.0,88,86,1.52,overcast clouds
340,San Cristobal,VE,7.77,-72.22,87.8,58,40,12.75,thunderstorm
341,Garh Maharaja,PK,30.83,71.91,64.44,25,0,2.26,clear sky
342,Walvis Bay,NA,-22.96,14.51,61.0,87,0,4.7,clear sky
343,Lompoc,US,34.64,-120.46,86.0,26,20,6.35,haze
344,Pithoragarh,IN,29.58,80.22,45.77,73,0,3.04,clear sky
345,Las Palmas,ES,28.42,-14.01,68.0,77,20,9.17,few clouds
346,Pingxiang,CN,27.62,113.85,59.43,79,17,0.67,light rain
347,Stromness,GB,58.97,-3.3,51.8,76,40,23.04,scattered clouds
348,Usogorsk,RU,63.41,48.69,37.2,84,94,10.16,overcast clouds
349,Luwuk,ID,-0.95,122.79,78.48,71,68,2.1,light rain
350,Topeka,US,39.05,-95.68,75.0,40,1,5.03,clear sky
351,Poddorye,RU,57.47,31.12,47.26,82,100,12.28,light rain
352,Waterloo,CA,43.47,-80.52,62.6,59,1,13.87,clear sky
353,Gornyye Klyuchi,RU,45.25,133.5,32.07,97,6,4.27,clear sky
354,Mitsamiouli,KM,-11.38,43.28,78.28,73,0,9.44,clear sky
355,Kingston,JM,18.0,-76.79,80.6,69,90,18.34,overcast clouds
356,San Rafael,AR,-34.62,-68.33,74.1,19,0,12.84,clear sky
357,Isiro,CD,2.77,27.62,68.79,93,88,2.26,overcast clouds
358,Tasiilaq,GL,65.61,-37.64,28.4,74,75,1.12,broken clouds
359,Half Moon Bay,US,37.46,-122.43,75.99,72,1,11.41,clear sky
360,Sisimiut,GL,66.94,-53.67,20.28,90,100,7.67,light snow
361,Lysyanka,UA,49.25,30.83,41.95,91,0,7.87,clear sky
362,Siddhapur,IN,23.92,72.38,72.81,42,0,5.88,clear sky
363,Anaconda,US,46.13,-112.94,66.2,25,1,12.75,clear sky
364,Jutai,BR,-5.18,-68.9,90.41,57,100,2.13,light rain
365,Sambava,MG,-14.27,50.17,74.71,86,85,10.18,light rain
366,Candolim,IN,15.52,73.76,77.0,83,0,2.24,mist
367,Ipameri,BR,-17.72,-48.16,83.26,43,44,2.24,scattered clouds
368,Nabire,ID,-3.37,135.48,75.15,87,100,4.07,overcast clouds
369,Miles City,US,46.41,-105.84,64.4,34,1,3.36,clear sky
370,Cayenne,GF,4.93,-52.33,80.6,88,97,2.24,moderate rain
371,Rawson,AR,-43.3,-65.1,64.99,34,0,12.5,clear sky
372,Perelyub,RU,51.87,50.37,48.43,62,100,5.12,overcast clouds
373,Nguru,NG,12.88,10.45,83.03,21,31,13.49,scattered clouds
374,Tapes,BR,-30.67,-51.4,68.5,72,37,10.94,light rain
375,Bushehr,IR,28.97,50.84,75.2,69,0,6.76,haze
376,Cockburn Town,TC,21.46,-71.14,81.39,77,100,21.0,light rain
377,Berdigestyakh,RU,62.1,126.7,0.99,93,95,3.44,overcast clouds
378,Baiyin,CN,36.56,104.21,37.99,51,0,2.24,clear sky
379,Otautau,NZ,-46.15,168.0,51.01,89,20,4.0,few clouds
380,Hirekerur,IN,14.47,75.38,68.56,52,33,6.11,scattered clouds
381,Honiara,SB,-9.43,159.95,75.2,100,40,3.98,scattered clouds
382,Savyntsi,UA,49.4,37.06,46.62,82,99,5.77,overcast clouds
383,Washougal,US,45.58,-122.35,55.4,87,90,3.36,light rain
384,Ko Samui,TH,9.54,99.94,81.91,75,14,7.65,few clouds
385,Shizunai,JP,42.33,142.37,51.93,63,18,17.83,few clouds
386,Mangan,IN,27.52,88.53,59.25,31,0,6.38,clear sky
387,Parabel,RU,58.7,81.48,33.08,97,86,6.78,overcast clouds
388,Khandyga,RU,62.67,135.6,-3.55,92,100,1.59,overcast clouds
389,Zeven,DE,53.3,9.28,48.0,66,91,5.99,overcast clouds
390,Gorodishche,RU,48.8,44.47,37.4,93,0,8.95,clear sky
391,Mahon,ES,39.89,4.27,66.2,77,40,12.75,scattered clouds
392,Vestmannaeyjar,IS,63.44,-20.27,44.73,70,100,39.41,overcast clouds
393,Tolaga Bay,NZ,-38.37,178.3,63.86,83,100,11.95,overcast clouds
394,Srednekolymsk,RU,67.45,153.68,19.8,97,100,21.65,snow
395,Kaeo,NZ,-35.1,173.78,69.01,85,86,5.99,overcast clouds
396,Sao Miguel Do Araguaia,BR,-13.28,-50.16,89.67,44,56,3.83,broken clouds
397,Mangla,PK,31.89,72.38,63.84,27,0,5.88,clear sky
398,Bubaque,GW,11.28,-15.83,84.25,71,0,9.48,clear sky
399,Coquimbo,CL,-29.95,-71.34,62.6,67,0,14.99,clear sky
400,Coihueco,CL,-36.62,-71.83,73.4,31,0,16.11,clear sky
401,Yagodnoye,RU,62.55,149.67,-4.9,89,100,3.4,overcast clouds
402,Iqaluit,CA,63.75,-68.51,15.8,72,90,17.22,light snow
403,Wanning,CN,18.8,110.4,74.97,91,100,11.43,heavy intensity rain
404,Morant Bay,JM,17.88,-76.41,80.6,69,90,13.87,overcast clouds
405,Petrozavodsk,RU,61.78,34.35,41.0,93,38,11.18,scattered clouds
406,Kungurtug,RU,50.6,97.52,23.34,94,99,6.11,light snow
407,Koslan,RU,63.46,48.9,36.61,86,89,9.53,overcast clouds
408,Udachnyy,RU,66.42,112.4,-5.8,83,90,6.71,overcast clouds
409,Mnogovershinnyy,RU,53.94,139.92,19.99,92,97,18.77,overcast clouds
410,Anton Lizardo,MX,19.05,-95.98,84.99,51,20,18.34,few clouds
411,Potchefstroom,ZA,-26.72,27.1,66.67,68,29,14.25,light rain
412,Gazli,UZ,40.13,63.45,48.52,42,25,9.73,scattered clouds
413,Qarqin,AF,37.42,66.04,50.81,41,9,3.78,clear sky
414,Manchester,GB,53.48,-2.24,48.99,100,90,1.12,fog
415,Takab,IR,36.4,47.11,53.6,43,100,5.91,overcast clouds
416,Raudeberg,NO,61.99,5.14,52.0,100,75,13.87,light intensity drizzle
417,Metro,ID,-5.11,105.31,75.42,80,100,1.39,overcast clouds
418,Bambanglipuro,ID,-7.95,110.28,77.94,89,100,5.41,overcast clouds
419,Ondangwa,NA,-17.92,15.95,86.0,12,0,6.93,clear sky
420,Eyl,SO,7.98,49.82,77.2,62,51,10.58,broken clouds
421,Buenos Aires,AR,-34.61,-58.38,75.99,53,0,6.93,clear sky
422,Wundanyi,KE,-3.4,38.36,62.51,95,54,6.4,broken clouds
423,Cabo San Lucas,MX,22.89,-109.91,87.01,58,5,10.18,clear sky
424,Manokwari,ID,-0.87,134.08,79.97,73,100,4.97,overcast clouds
425,Ranong,TH,9.97,98.63,76.98,86,5,4.7,clear sky
426,Biak,ID,-0.91,122.88,77.68,77,64,2.19,light rain
427,Nadym,RU,65.53,72.52,13.32,96,100,13.31,overcast clouds
428,Saint-Augustin,CA,51.23,-58.65,35.89,85,100,22.93,overcast clouds
429,Cap-Chat,CA,49.1,-66.68,39.2,80,92,3.36,overcast clouds
430,Barcelos,PT,41.54,-8.62,62.6,72,100,13.87,shower rain
431,Kawalu,ID,-7.38,108.21,72.14,90,100,0.81,overcast clouds
432,Taksimo,RU,56.34,114.88,11.16,91,100,0.36,overcast clouds
433,Vyazovaya,RU,54.91,58.36,42.75,90,100,5.48,overcast clouds
434,Te Anau,NZ,-45.42,167.72,46.44,86,100,2.68,overcast clouds
435,West Bay,KY,19.37,-81.42,80.6,78,90,10.29,overcast clouds
436,Ahuimanu,US,21.44,-157.84,82.4,78,75,5.82,broken clouds
437,Grenaa,DK,56.42,10.88,53.6,87,62,18.34,broken clouds
438,Lincoln,US,40.8,-96.67,75.99,25,1,4.7,clear sky
439,Ampanihy,MG,-24.7,44.75,70.07,77,88,3.56,overcast clouds
440,Pingliang,CN,35.54,106.69,40.21,63,100,7.81,overcast clouds
441,Reims,FR,49.17,4.08,39.2,80,0,8.12,clear sky
442,Valenca Do Piaui,BR,-6.41,-41.75,84.18,62,99,4.07,overcast clouds
443,Lumeje,AO,-11.55,20.78,72.9,74,88,0.87,light rain
444,Kunya,NG,12.22,8.53,66.2,82,22,7.83,haze
445,Sokur,RU,55.21,83.32,35.6,99,90,8.95,overcast clouds
446,Idah,NG,7.11,6.73,81.55,68,73,1.3,broken clouds
447,Buta,CD,2.79,24.73,71.51,98,100,3.18,moderate rain
448,Kupino,RU,54.37,77.3,32.09,98,50,5.44,scattered clouds
449,Ust-Nera,RU,64.57,143.2,-5.55,83,100,5.7,overcast clouds
450,Bani,DO,18.28,-70.33,86.0,74,40,11.41,shower rain
451,Shubarkuduk,KZ,49.14,56.49,49.39,43,100,8.52,overcast clouds
452,San Carlos,VE,9.66,-68.58,81.25,83,54,1.92,light rain
453,Moose Factory,CA,51.26,-80.61,37.4,74,90,8.05,overcast clouds
454,Sabaudia,IT,41.3,13.03,57.99,91,84,3.15,broken clouds
455,Zachepylivka,UA,49.19,35.24,47.97,82,91,6.33,overcast clouds
456,Katima Mulilo,NA,-17.5,24.27,78.8,36,100,2.24,overcast clouds
457,Goderich,CA,43.75,-81.72,60.8,59,100,13.87,overcast clouds
458,Kuusamo,FI,65.97,29.18,35.6,80,0,13.87,clear sky
459,Flinders,AU,-34.58,150.86,55.99,78,76,1.99,broken clouds
460,Quatre Cocos,MU,-20.21,57.76,73.4,73,75,6.93,broken clouds
461,Ranavav,IN,21.68,69.74,76.66,60,0,4.14,clear sky
462,Olafsvik,IS,64.89,-23.71,40.28,72,99,53.84,light rain
463,Cuxhaven,DE,53.87,8.69,51.01,93,75,11.41,light intensity drizzle
464,Teya,RU,60.38,92.63,11.35,94,100,4.25,overcast clouds
465,Nokaneng,BW,-19.67,22.27,80.31,45,46,12.28,scattered clouds
466,Gizo,SB,-8.1,156.84,83.3,72,100,6.51,overcast clouds
467,Kahului,US,20.89,-156.47,82.4,61,20,3.36,few clouds
468,Sur,OM,22.57,59.53,74.25,57,0,8.12,clear sky
469,Macomb,US,40.46,-90.67,73.99,38,1,8.05,clear sky
470,Agadir,MA,30.42,-9.6,64.4,82,0,8.05,clear sky
471,Mao,ES,39.89,4.27,66.2,77,40,12.75,scattered clouds
472,Forbes,AU,-33.38,148.02,53.01,87,0,1.01,clear sky
473,Fayaoue,NC,-20.65,166.53,76.44,83,0,6.24,clear sky
474,Itarema,BR,-2.92,-39.92,81.88,70,1,16.84,clear sky
475,Pombas,CV,17.15,-25.02,78.8,74,40,4.7,scattered clouds
476,Chara,RU,56.91,118.26,4.89,80,94,1.16,overcast clouds
477,Xuddur,SO,4.12,43.89,74.14,85,100,12.21,light rain
478,Ipixuna,BR,-1.76,-48.8,77.0,94,40,6.58,light rain
479,Straumen,NO,63.87,11.3,50.0,93,75,13.87,drizzle
480,Nantucket,US,41.28,-70.1,62.6,82,1,12.75,clear sky
481,Winnemucca,US,40.97,-117.74,71.6,12,1,3.36,clear sky
482,Mulege,MX,26.88,-111.98,90.28,23,66,15.03,broken clouds
483,Dunedin,NZ,-45.87,170.5,51.01,91,100,1.01,light rain
484,Bantry,IE,51.68,-9.45,46.4,87,75,3.36,broken clouds
485,Antsohihy,MG,-14.88,47.99,77.05,73,0,2.48,clear sky
486,Tobane,BW,-21.95,27.9,71.76,73,100,2.13,light rain
487,Gerash,IR,27.67,54.14,60.8,31,0,1.28,clear sky
488,Paamiut,GL,61.99,-49.67,26.38,88,71,21.3,broken clouds
489,Bolgar,RU,54.95,49.07,39.2,100,90,6.71,mist
490,Parthenay,FR,46.67,-0.42,48.99,79,0,4.0,clear sky
491,Maarianhamina,AX,60.1,19.93,48.2,81,0,6.93,clear sky
492,Carai,BR,-17.19,-41.69,69.06,94,96,3.31,light rain
493,Praia Da Vitoria,PT,38.73,-27.07,60.8,67,40,20.15,shower rain
494,Dauphin,CA,51.15,-100.05,42.8,65,90,3.36,overcast clouds
495,Farafangana,MG,-22.82,47.83,74.48,84,87,12.5,overcast clouds
496,Beloha,MG,-25.17,45.05,66.25,91,100,2.59,overcast clouds
497,Kautokeino,NO,69.01,23.04,31.64,95,57,14.7,broken clouds
498,Nyzhni Sirohozy,UA,46.85,34.38,49.64,84,99,9.55,overcast clouds
499,Walla Walla,US,46.06,-118.34,64.0,63,90,6.93,overcast clouds
500,Petropavlovsk-Kamchatskiy,RU,53.05,158.65,33.8,100,75,13.42,broken clouds
501,Biga,TR,40.23,27.24,61.0,77,75,23.04,broken clouds
502,Port Macquarie,AU,-31.43,152.92,62.01,71,99,3.0,light rain
503,Ledyard,US,41.44,-72.01,66.0,77,75,11.41,broken clouds
504,Qujing,CN,25.48,103.78,56.93,90,100,3.15,overcast clouds
505,Roma,US,43.21,-75.46,69.8,35,1,4.7,clear sky
506,Ocumare Del Tuy,VE,10.12,-66.78,86.0,74,40,2.24,scattered clouds
507,Tezu,IN,27.92,96.17,65.64,54,0,3.42,clear sky
508,Montrose,US,38.42,-108.27,64.99,32,0,4.0,clear sky
509,Visnes,NO,59.36,5.22,53.6,93,75,13.87,drizzle
510,Bijie,CN,27.31,105.29,46.36,92,100,6.06,overcast clouds
511,Karpathos,GR,35.51,27.21,68.0,68,0,25.28,clear sky
512,Port Blair,IN,11.67,92.75,80.98,78,1,5.99,clear sky
513,Taoudenni,ML,22.68,-3.98,83.21,15,1,6.4,clear sky
514,Atar,MR,20.52,-13.05,89.22,16,100,5.68,overcast clouds
515,Laurel,US,39.1,-76.85,69.8,32,1,8.05,clear sky
516,Arkhangelsk,RU,64.54,40.54,39.2,93,90,8.95,light rain
517,Uglekamensk,RU,43.22,133.23,36.55,84,96,1.01,overcast clouds
518,Cidreira,BR,-30.18,-50.21,68.45,62,0,8.48,clear sky
519,Cairns,AU,-16.92,145.77,69.8,88,74,1.12,broken clouds
520,Bilma,NE,18.69,12.92,73.81,20,21,8.5,few clouds
521,Steamboat Springs,US,40.48,-106.83,62.6,25,1,4.92,clear sky
522,Aktash,RU,50.3,87.73,15.48,95,100,4.14,overcast clouds
523,Perpignan,FR,42.75,2.75,57.99,87,20,2.24,few clouds
524,Richards Bay,ZA,-28.78,32.04,71.76,86,100,9.31,light rain
525,Tapolca,HU,46.88,17.44,48.99,76,75,10.29,broken clouds
526,Vila Franca Do Campo,PT,37.72,-25.43,61.0,63,40,12.75,scattered clouds
527,Douglas,US,41.3,-96.17,75.99,25,1,3.36,clear sky
528,Tigil,RU,57.8,158.67,29.35,97,96,9.35,overcast clouds
529,Ulladulla,AU,-35.35,150.47,55.0,87,40,5.82,scattered clouds
530,Praia,CV,14.92,-23.51,78.8,74,40,2.24,scattered clouds
531,Palmeiras De Goias,BR,-16.8,-49.93,86.94,37,3,1.92,clear sky
532,Chickasha,US,35.05,-97.94,73.99,46,1,4.61,clear sky
533,Ovsyanka,RU,55.96,92.55,30.2,92,75,17.9,light shower snow
534,Vieksniai,LT,56.23,22.52,48.99,88,99,5.01,overcast clouds
535,Muros,ES,42.78,-9.06,62.01,67,0,5.82,light rain
536,Vanimo,PG,-2.67,141.3,78.19,82,100,6.46,moderate rain
537,Woodend,NZ,-43.32,172.67,55.0,93,100,10.29,overcast clouds
538,Corning,US,42.14,-77.05,71.6,28,1,11.41,clear sky
539,Pitimbu,BR,-7.47,-34.81,84.2,70,40,9.17,scattered clouds
540,Lakes Entrance,AU,-37.88,147.98,51.01,83,16,8.77,few clouds
541,Muncar,ID,-8.43,114.33,76.06,88,6,2.04,clear sky
542,Alamosa,US,37.47,-105.87,60.8,29,1,3.4,clear sky
543,Fort Nelson,CA,58.81,-122.7,8.6,78,90,11.41,light snow
544,Channel-Port Aux Basques,CA,47.57,-59.14,42.64,79,100,25.55,overcast clouds
545,Shenzhen,CN,22.55,114.07,72.0,92,0,3.4,clear sky
546,Minbu,MM,20.18,94.88,75.58,84,0,3.18,clear sky
547,Pak Phanang,TH,8.35,100.2,79.75,80,27,2.48,light rain
548,Frolovo,RU,49.77,43.66,44.01,93,0,5.01,clear sky
549,Dunda,TZ,-8.12,34.25,70.45,54,0,3.2,clear sky
550,Ales,FR,44.13,4.08,51.8,76,0,6.93,clear sky
551,Chifeng,CN,42.27,118.96,45.21,51,23,15.5,few clouds
552,Ketchikan,US,55.34,-131.65,42.8,93,90,18.34,moderate rain
553,Bosaso,SO,11.28,49.18,74.79,54,13,4.61,few clouds
554,Edson,CA,53.58,-116.44,37.4,93,90,14.99,mist
555,La Ronge,CA,55.1,-105.28,19.4,85,90,12.75,snow
556,Alice Springs,AU,-23.7,133.88,62.6,23,12,6.93,few clouds
557,Thinadhoo,MV,0.53,72.93,83.59,67,0,3.36,clear sky
558,Verkhoyansk,RU,67.54,133.38,-24.21,84,92,0.98,overcast clouds
559,Russell,US,32.35,-85.2,77.0,41,90,3.36,overcast clouds
560,Matamoros,MX,25.53,-103.25,80.6,16,5,5.5,clear sky
561,Tura,IN,25.52,90.22,59.97,57,0,2.91,clear sky
562,Farmersville,US,36.3,-119.21,80.01,35,1,3.36,haze
563,Garissa,KE,-0.45,39.64,80.71,64,76,16.89,light rain
564,Raseiniai,LT,55.37,23.12,48.2,93,90,10.29,overcast clouds
565,Coahuayana,MX,18.73,-103.68,86.0,40,40,17.22,scattered clouds
566,Beihai,CN,21.48,109.1,71.13,83,15,7.34,few clouds
567,Moron,AR,-34.65,-58.62,75.99,33,0,8.05,clear sky
568,Shimoda,JP,34.67,138.95,50.0,86,31,5.41,scattered clouds
569,Emerald,AU,-23.53,148.17,71.6,26,0,14.99,clear sky
570,Palmas,BR,-10.21,-48.36,89.6,55,40,6.93,thunderstorm
571,Zambezi,ZM,-13.54,23.1,70.86,68,100,0.74,overcast clouds
572,Aksarka,RU,66.56,67.8,23.07,98,100,11.34,light snow
573,Gravdal,NO,68.12,13.5,42.8,87,75,32.21,broken clouds
574,High Rock,BS,26.62,-78.28,82.4,74,40,16.11,shower rain
575,Mareeba,AU,-17.0,145.43,69.8,88,38,1.12,scattered clouds
576,Tutoia,BR,-2.76,-42.27,86.0,70,20,17.22,few clouds
577,Chicama,PE,-7.84,-79.15,64.4,77,75,12.75,mist
578,Leshukonskoye,RU,64.9,45.76,37.53,94,100,9.17,light rain
579,Makakilo City,US,21.35,-158.09,82.4,78,1,5.82,clear sky
580,Lumphat,KH,13.49,106.98,70.61,97,100,0.43,light rain
581,Miraflores,MX,19.22,-98.81,73.4,28,5,5.82,clear sky
582,Paita,PE,-5.09,-81.11,71.6,68,0,19.46,clear sky
583,Dolzhanskaya,RU,46.63,37.8,54.16,72,22,15.93,few clouds
584,Turtas,RU,58.94,69.13,30.97,99,100,7.58,overcast clouds
585,Hami,CN,42.8,93.45,31.41,71,1,3.74,clear sky
586,Arman,RU,59.7,150.17,2.34,84,84,11.14,broken clouds
587,Yenagoa,NG,4.92,6.26,77.61,92,43,4.83,scattered clouds
588,Markova,UA,48.68,24.41,40.59,84,76,3.89,broken clouds
589,Mushie,CD,-3.02,16.9,71.96,97,100,3.27,light rain
590,La Baule-Escoublac,FR,47.29,-2.36,46.99,75,0,12.75,clear sky
591,Vikhorevka,RU,56.12,101.16,26.6,92,100,6.71,overcast clouds
592,Laje,BR,-10.18,-40.97,79.61,67,94,6.17,moderate rain
593,Changji,CN,44.02,87.32,37.4,51,0,4.47,clear sky
594,Pasco,US,28.29,-82.42,84.99,63,3,3.0,clear sky
595,Klaksvik,FO,62.23,-6.59,48.2,100,100,17.22,light rain
596,Doha,QA,25.29,51.53,81.0,54,0,5.82,clear sky
597,Markivka,UA,49.52,39.57,46.45,85,100,5.3,overcast clouds
598,Griffith,US,41.53,-87.42,71.01,43,1,14.99,clear sky
599,Seeboden,AT,46.82,13.49,41.0,96,67,1.72,broken clouds
600,Mayo,US,38.89,-76.51,66.2,63,1,11.41,clear sky
601,Acapulco,MX,16.86,-99.89,87.8,58,40,8.05,scattered clouds
602,Dongtai,CN,32.85,120.31,61.0,99,95,2.77,overcast clouds
603,Klyuchi,RU,52.27,79.17,33.46,90,37,5.21,scattered clouds
604,Xiuyan,CN,40.29,123.27,49.32,92,100,4.97,overcast clouds
605,Berlevag,NO,70.86,29.09,32.0,90,75,1.12,broken clouds
606,Luena,AO,-11.78,19.92,63.97,90,22,5.68,light rain
607,Katsuura,JP,35.13,140.3,55.4,66,75,8.05,broken clouds
608,Rehoboth,NA,-23.32,17.08,63.66,38,0,11.1,clear sky
609,Opuwo,NA,-18.06,13.84,70.68,23,0,9.19,clear sky
610,Sao Felix Do Xingu,BR,-6.64,-51.99,78.94,91,100,1.25,moderate rain
611,Nyaunglebin,MM,17.95,96.73,74.32,89,12,1.88,few clouds
612,Brasileia,BR,-11.02,-68.75,102.69,21,100,1.59,overcast clouds
613,Vao,NC,-22.67,167.48,74.46,82,0,9.08,clear sky
614,Marquette,US,46.53,-87.63,52.0,69,0,3.4,clear sky
615,Hastings,GB,50.86,0.57,42.01,85,0,1.01,clear sky
616,Hoopstad,ZA,-27.83,25.91,70.02,46,13,8.55,few clouds
617,Stjordalshalsen,NO,63.47,10.93,48.99,93,75,16.11,light rain
618,Kudahuvadhoo,MV,2.67,72.89,83.01,70,37,3.31,scattered clouds
619,Preobrazheniye,RU,42.9,133.91,45.57,78,92,5.26,overcast clouds
620,Trairi,BR,-3.28,-39.27,81.79,71,70,12.44,broken clouds
621,Miri,MY,4.41,114.01,75.2,94,40,2.24,scattered clouds
622,Koindu,GN,8.44,-10.33,78.17,73,62,1.36,broken clouds
623,Muroto,JP,33.28,134.15,63.75,64,8,4.54,clear sky
624,Axim,GH,4.87,-2.24,79.99,84,100,5.55,overcast clouds
625,Harper,LR,4.38,-7.72,78.87,88,3,6.73,light rain
626,San Policarpo,PH,12.18,125.51,80.01,84,65,9.08,moderate rain
627,Port Antonio,JM,18.18,-76.46,80.6,69,90,13.87,overcast clouds
628,Bisira,PA,8.52,-81.71,61.05,100,97,5.48,light rain
629,Ukiah,US,39.15,-123.21,79.0,33,1,3.36,clear sky
630,Oswego,US,43.45,-76.15,71.6,32,1,12.75,clear sky
631,Zhezkazgan,KZ,47.8,67.71,35.17,65,0,6.44,clear sky
632,Yerofey Pavlovich,RU,53.97,121.97,12.54,95,82,1.03,broken clouds
633,Rivera,UY,-30.91,-55.55,72.39,59,1,10.42,clear sky
634,Ingham,US,42.6,-84.38,64.0,51,1,9.17,clear sky
635,Nushki,PK,29.55,66.02,50.7,48,0,1.3,clear sky
636,Vasto,IT,42.12,14.71,55.99,83,100,4.0,overcast clouds
637,Saurimo,AO,-9.66,20.39,68.27,82,78,1.66,light rain
638,Fernley,US,39.61,-119.25,73.99,13,0,3.0,clear sky
639,Baran,IN,25.1,76.52,66.9,25,0,4.21,clear sky
640,Douentza,ML,15.0,-2.95,87.55,21,0,6.51,clear sky
641,Darien,US,41.75,-87.97,72.0,35,20,14.99,few clouds
642,Mahibadhoo,MV,3.78,72.97,82.89,72,60,5.77,broken clouds
643,Japura,ID,-0.32,102.35,74.3,97,100,1.92,overcast clouds
644,Westport,US,41.14,-73.36,66.0,72,1,8.05,clear sky
645,Korem,ET,12.51,39.52,53.29,66,0,3.36,clear sky
646,Merauke,ID,-8.47,140.33,76.37,86,81,7.94,broken clouds
647,San Carlos De Bariloche,AR,-41.15,-71.31,57.2,49,20,27.51,few clouds
648,Rocha,UY,-34.48,-54.33,66.94,64,25,12.66,scattered clouds
649,Bibiani,GH,6.46,-2.32,77.32,78,100,1.83,light rain
650,Ashland,US,40.82,-82.27,66.2,39,1,14.99,clear sky
651,Le Vauclin,MQ,14.55,-60.84,86.0,62,40,16.11,scattered clouds
652,Kadnikov,RU,59.5,40.34,40.62,89,100,14.58,moderate rain
653,Ust-Maya,RU,60.42,134.53,2.98,94,95,2.64,overcast clouds
654,Mbala,ZM,-8.84,31.37,69.93,41,25,3.91,scattered clouds
655,Gat,IL,31.61,34.76,62.6,93,75,10.29,light rain
656,Narathiwat,TH,6.33,101.75,78.8,88,20,3.36,few clouds
657,Kupang,ID,-10.17,123.58,78.84,77,3,4.14,clear sky
658,Arlit,NE,18.74,7.39,81.64,15,0,7.52,clear sky
659,Wangqing,CN,43.32,129.76,39.38,84,100,5.1,overcast clouds
660,Olenino,RU,56.21,33.49,43.34,82,100,15.68,light rain
661,Ville-Marie,CA,47.33,-79.43,53.6,66,1,9.17,clear sky
662,Great Yarmouth,GB,52.61,1.73,42.01,99,65,4.23,broken clouds
663,Wakkanai,JP,45.41,141.67,52.29,61,50,26.66,scattered clouds
664,Ust-Ilimsk,RU,58.0,102.66,26.04,98,100,3.04,light snow
665,Salisbury,GB,51.07,-1.8,44.6,81,0,6.93,clear sky
666,Sabha,LY,27.04,14.43,67.37,34,0,6.44,clear sky
667,Puerto Colombia,CO,10.99,-74.95,84.2,79,75,6.93,shower rain
668,Maragogi,BR,-9.01,-35.22,78.98,78,27,9.6,scattered clouds
669,Nome,US,64.5,-165.41,33.8,100,90,34.45,light snow
670,Cauquenes,CL,-35.97,-72.32,73.09,28,0,14.67,clear sky
671,Sinnamary,GF,5.38,-52.95,78.6,86,99,8.99,heavy intensity rain
672,Portree,GB,57.41,-6.19,51.01,77,68,17.0,broken clouds
673,Bonavista,CA,48.65,-53.11,32.0,80,46,5.82,scattered clouds
674,Byron Bay,AU,-28.65,153.62,59.0,72,0,9.17,clear sky
